,Area,Item,Element,Year,Unit,Value
820153,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2003,Gigagrams,953610.4875
820154,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2004,Gigagrams,941476.5877
820155,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2005,Gigagrams,928295.0481
820156,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2006,Gigagrams,931333.5635
820157,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2007,Gigagrams,930607.4235
820158,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2008,Gigagrams,931230.4376
820159,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2009,Gigagrams,914350.2868
820160,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2010,Gigagrams,917011.6469
820161,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1990,Gigagrams,367337.3036
820162,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1991,Gigagrams,369775.0376
820163,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1992,Gigagrams,373227.6826
820164,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1993,Gigagrams,375853.29
820165,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1994,Gigagrams,395896.0048
820166,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1995,Gigagrams,402231.7523
820167,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1996,Gigagrams,409960.4657
820168,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1997,Gigagrams,412336.7213
820169,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1998,Gigagrams,381402.4269
820170,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,1999,Gigagrams,350014.0498
820171,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2000,Gigagrams,373624.1631
820172,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2001,Gigagrams,360869.5828
820173,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2002,Gigagrams,351893.395
820174,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2003,Gigagrams,351047.0722
820175,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2004,Gigagrams,345580.1497
820176,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2005,Gigagrams,340385.6164
820177,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2006,Gigagrams,326895.2192
820178,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2007,Gigagrams,328297.5637
820179,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2008,Gigagrams,308309.4232
820180,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2009,Gigagrams,294318.6501
820181,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from N2O,2010,Gigagrams,284795.5592
820182,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1990,Gigagrams,196001.906
820183,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1991,Gigagrams,206090.4548
820184,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1992,Gigagrams,202419.8563
820185,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1993,Gigagrams,213405.0341
820186,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1994,Gigagrams,219441.8875
820187,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1995,Gigagrams,245219.2409
820188,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1996,Gigagrams,259932.6227
820189,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1997,Gigagrams,269735.7142
820190,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1998,Gigagrams,293169.9324
820191,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,1999,Gigagrams,312703.9633
820192,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2000,Gigagrams,288110.6267
820193,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2001,Gigagrams,305782.9248
820194,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2002,Gigagrams,332363.2335
820195,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2003,Gigagrams,359026.5159
820196,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2004,Gigagrams,387636.3895
820197,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2005,Gigagrams,418759.4706
820198,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2006,Gigagrams,454810.726
820199,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2007,Gigagrams,486809.5754
820200,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2008,Gigagrams,518173.3326
820201,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2009,Gigagrams,573335.9037
820202,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from F-gases,2010,Gigagrams,649101.602
820203,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1990,%,88.349
820204,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1991,%,88.4793
820205,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1992,%,88.5526
820206,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1993,%,88.7138
820207,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1994,%,88.8394
820208,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1995,%,88.9672
820209,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1996,%,89.391
820210,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1997,%,89.6916
820211,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1998,%,89.0711
820212,OECD,Sources total excl. AFOLU,Share of sector in total emissions,1999,%,89.2395
820213,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2000,%,89.7653
820214,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2001,%,89.4943
820215,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2002,%,89.2123
820216,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2003,%,89.5524
820217,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2004,%,89.4686
820218,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2005,%,89.7808
820219,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2006,%,89.0373
820220,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2007,%,88.7641
820221,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2008,%,89.3023
820222,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2009,%,88.8861
820223,OECD,Sources total excl. AFOLU,Share of sector in total emissions,2010,%,89.019
820224,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1990,%,96.0935
820225,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1991,%,96.0984
820226,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1992,%,96.0764
820227,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1993,%,96.1626
820228,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1994,%,96.2176
820229,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1995,%,96.2509
820230,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1996,%,96.5089
820231,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1997,%,96.7109
820232,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1998,%,96.1768
820233,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,1999,%,96.4158
820234,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2000,%,96.7711
820235,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2001,%,96.3176
820236,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2002,%,95.9776
820237,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2003,%,95.942
820238,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2004,%,95.9208
820239,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2005,%,96.0306
820240,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2006,%,95.2902
820241,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2007,%,94.9131
820242,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2008,%,95.3157
820243,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2009,%,95.0493
820244,OECD,Sources total excl. AFOLU,Share of sector in total CO2 emissions,2010,%,94.9802
820245,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1990,%,61.4683
820246,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1991,%,61.3997
820247,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1992,%,61.4333
820248,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1993,%,61.0959
820249,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1994,%,60.7352
820250,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1995,%,60.8464
820251,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1996,%,61.5276
820252,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1997,%,61.5897
820253,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1998,%,60.0167
820254,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,1999,%,59.6032
820255,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2000,%,60.1299
820256,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2001,%,60.6028
820257,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2002,%,59.7422
820258,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2003,%,60.6216
820259,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2004,%,60.0047
820260,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2005,%,60.3087
820261,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2006,%,59.8474
820262,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2007,%,59.5802
820263,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2008,%,60.958
820264,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2009,%,60.7708
820265,OECD,Sources total excl. AFOLU,Share of sector in total CH4 emissions,2010,%,60.681
820266,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1990,%,38.2781
820267,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1991,%,38.7871
820268,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1992,%,39.1081
820269,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1993,%,38.8959
820270,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1994,%,40.0659
820271,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1995,%,40.4433
820272,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1996,%,40.677
820273,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1997,%,41.0368
820274,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1998,%,38.5578
820275,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,1999,%,36.1688
820276,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2000,%,38.0061
820277,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2001,%,37.4702
820278,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2002,%,36.8973
820279,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2003,%,37.777
820280,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2004,%,36.7957
820281,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2005,%,37.3772
820282,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2006,%,35.7611
820283,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2007,%,35.6665
820284,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2008,%,35.4199
820285,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2009,%,34.6554
820286,OECD,Sources total excl. AFOLU,Share of sector in total N2O emissions,2010,%,33.8923
820287,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1990,Gigagrams,100.0
820288,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1991,Gigagrams,100.0
820289,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1992,Gigagrams,100.0
820290,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1993,Gigagrams,100.0
820291,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1994,Gigagrams,100.0
820292,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1995,Gigagrams,100.0
820293,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1996,Gigagrams,100.0
820294,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1997,Gigagrams,100.0
820295,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1998,Gigagrams,100.0
820296,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,1999,Gigagrams,100.0
820297,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2000,Gigagrams,100.0
820298,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2001,Gigagrams,100.0
820299,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2002,Gigagrams,100.0
820300,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2003,Gigagrams,100.0
820301,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2004,Gigagrams,100.0
820302,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2005,Gigagrams,100.0
820303,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2006,Gigagrams,100.0
820304,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2007,Gigagrams,100.0
820305,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2008,Gigagrams,100.0
820306,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2009,Gigagrams,100.0
820307,OECD,Sources total excl. AFOLU,Share of sector in total F-gases emissions,2010,Gigagrams,100.0
820308,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1990,%,87.5513
820309,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1991,%,87.6298
820310,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1992,%,87.763
820311,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1993,%,88.0362
820312,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1994,%,88.1128
820313,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1995,%,88.0185
820314,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1996,%,88.1199
820315,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1997,%,88.2362
820316,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1998,%,88.5036
820317,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,1999,%,88.788
820318,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2000,%,89.0189
820319,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2001,%,88.9327
820320,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2002,%,88.9902
820321,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2003,%,89.0245
820322,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2004,%,89.0505
820323,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2005,%,88.9947
820324,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2006,%,88.8016
820325,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2007,%,88.7239
820326,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2008,%,88.4183
820327,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2009,%,87.6473
820328,OECD,Sources total excl. AFOLU,Share of CO2 in sector emissions,2010,%,87.5936
820329,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1990,%,8.1509
820330,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1991,%,7.9869
820331,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1992,%,7.8858
820332,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1993,%,7.6088
820333,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1994,%,7.4116
820334,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1995,%,7.3289
820335,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1996,%,7.1952
820336,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1997,%,7.0455
820337,OECD,Sources total excl. AFOLU,Share of CH4 in sector emissions,1998,%,6.8415
